,,Rank,School,Games,Wins,Losses,Win-Loss%,SRS,SOS,Conf Wins,Conf Losses,Home Wins,Home Losses,Away Wins,Away Losses,Points For,Points Against,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,NCAA,Conf Champ,Seed
2015,48,255,Robert Morris,35,20,15,.571,-3.02,-3.50,12,6,10,6,8,8,2414,2397,102.6,.355,.306,.536,47.9,50.1,12.8,8.1,.501,17.2,31.0,.252,True,True,16
2015,49,266,San Diego State,36,27,9,.750,11.81,4.24,14,4,16,1,6,5,2226,1939,100.7,.362,.308,.496,52.4,47.1,11.2,14.1,.467,15.4,35.4,.228,True,False,8
2015,50,287,Southern Methodist,34,27,7,.794,12.94,3.57,15,3,16,2,8,4,2350,2032,108.8,.440,.229,.555,55.0,63.0,11.0,14.7,.517,16.8,37.1,.309,True,True,6
2015,51,293,St. John's (NY),33,21,12,.636,11.85,9.04,10,8,15,3,5,6,2343,2240,104.6,.363,.301,.529,47.4,48.9,11.0,16.8,.494,13.7,28.4,.251,True,False,9
2015,52,295,Stephen F. Austin,34,29,5,.853,8.61,-4.20,17,1,15,1,10,3,2672,2188,115.2,.427,.370,.594,54.2,65.4,11.2,10.0,.557,17.5,37.9,.314,True,True,12
2015,53,314,Texas,34,20,14,.588,16.16,9.07,8,10,13,5,4,7,2290,2049,105.9,.365,.341,.531,56.0,55.5,5.9,20.0,.491,16.8,37.9,.265,True,False,11
2015,54,311,Texas Southern,35,22,13,.629,-5.98,-6.09,16,2,9,1,10,11,2390,2386,103.6,.468,.312,.531,50.0,45.8,9.3,7.7,.495,16.8,33.8,.309,True,True,15
2015,55,42,UC-Irvine,34,21,13,.618,3.63,0.45,11,5,10,3,6,9,2295,2113,105.2,.292,.301,.544,51.2,56.2,8.9,12.6,.520,15.8,30.2,.200,True,True,13
2015,56,320,UCLA,36,22,14,.611,12.07,8.27,11,7,16,1,2,8,2590,2453,106.1,.357,.289,.527,52.6,53.5,9.8,11.0,.496,14.9,33.8,.242,True,False,11
2015,57,323,Utah,35,26,9,.743,20.98,7.42,13,5,16,1,6,5,2496,1999,113.5,.432,.372,.588,53.7,57.6,9.5,13.5,.557,16.1,31.6,.303,True,False,5
2015,58,324,Valparaiso,34,28,6,.824,6.29,-2.00,13,3,15,1,8,4,2366,2021,108.6,.368,.338,.548,55.1,52.9,9.3,14.1,.520,16.4,35.6,.248,True,True,13
2015,59,327,Villanova,36,33,3,.917,23.13,7.55,16,2,15,0,9,2,2754,2193,116.9,.418,.429,.589,51.5,62.2,11.8,11.0,.553,14.0,32.5,.305,True,True,1
2015,60,331,Virginia,34,30,4,.882,21.73,7.81,16,2,15,1,11,1,2224,1751,110.8,.349,.275,.543,56.0,53.5,9.3,13.3,.506,13.4,34.2,.254,True,False,2
2015,61,328,Virginia Commonwealth,36,26,10,.722,12.79,6.10,12,6,12,4,8,4,2609,2368,106.5,.373,.399,.518,49.2,50.9,14.0,12.5,.487,13.2,31.8,.245,True,True,7
2015,62,337,West Virginia,35,25,10,.714,15.12,9.29,11,7,12,3,5,5,2542,2338,104.9,.404,.336,.499,52.1,56.7,15.5,8.7,.461,15.1,40.2,.267,True,False,5
2015,63,342,Wichita State,35,30,5,.857,15.56,3.68,17,1,15,0,10,2,2460,2008,112.7,.370,.347,.541,53.6,55.3,11.5,11.3,.507,12.6,34.9,.259,True,False,7
2015,64,345,Wisconsin,40,36,4,.900,24.61,10.29,16,2,15,1,10,2,2900,2327,121.1,.362,.374,.585,54.7,49.7,7.3,8.2,.548,10.7,32.1,.276,True,True,1
2015,65,346,Wofford,35,28,7,.800,2.56,-2.98,16,2,13,1,10,5,2331,2089,106.2,.382,.331,.547,51.1,56.4,10.4,7.2,.516,15.1,29.1,.262,True,True,12
2015,66,348,Wyoming,35,25,10,.714,3.81,-0.04,11,7,17,2,5,7,2151,1974,103.1,.394,.397,.560,49.9,67.1,9.2,8.9,.526,16.9,22.3,.277,True,True,12
2015,67,349,Xavier,37,23,14,.622,15.42,9.48,9,9,13,3,5,7,2712,2492,109.8,.385,.331,.570,52.8,62.3,9.0,8.3,.534,15.8,31.3,.281,True,False,6
2016,0,13,Arizona,34,25,9,.735,18.79,7.23,12,6,17,1,5,5,2735,2342,112.8,.438,.294,.575,56.5,51.3,6.8,11.3,.536,15.7,34.9,.316,True,False,6
2016,1,20,Austin Peay,36,18,18,.500,-6.04,-2.98,7,9,7,7,7,9,2740,2765,106.4,.457,.315,.549,51.8,50.7,9.7,7.7,.516,16.8,33.0,.306,True,True,16
2016,2,22,Baylor,34,22,12,.647,16.13,9.76,10,8,15,5,6,5,2621,2366,112.8,.375,.286,.555,55.6,64.6,11.6,11.2,.518,15.5,40.1,.272,True,False,5
2016,3,35,Buffalo,35,20,15,.571,1.34,0.90,10,8,10,5,5,9,2709,2634,105.9,.414,.370,.540,51.7,48.2,9.4,9.2,.499,15.9,32.2,.294,True,True,14
2016,4,36,Butler,33,22,11,.667,16.46,7.55,10,8,13,3,5,5,2638,2344,114.1,.393,.305,.564,52.3,51.0,9.8,8.9,.526,12.5,32.1,.287,True,False,9
2016,5,38,Cal State Bakersfield,33,24,9,.727,2.58,-5.15,11,3,14,1,7,7,2405,2104,105.8,.374,.270,.527,52.8,59.0,11.6,14.2,.497,15.1,34.6,.245,True,True,15
2016,6,54,Chattanooga,35,29,6,.829,3.24,-3.46,15,3,13,1,10,4,2652,2364,110.5,.413,.371,.565,52.3,56.2,11.3,13.1,.524,15.7,32.6,.304,True,True,12
2016,7,56,Cincinnati,33,22,11,.667,15.19,5.25,12,6,14,3,6,6,2418,2090,108.9,.332,.366,.527,53.2,59.7,11.6,15.5,.493,13.7,36.6,.234,True,False,9
2016,8,64,Colorado,34,22,12,.647,12.04,7.64,10,8,16,1,4,7,2576,2407,106.3,.398,.319,.534,55.7,53.3,7.3,11.6,.488,15.8,35.3,.293,True,False,8
2016,9,66,Connecticut,36,25,11,.694,15.89,6.28,11,7,14,3,6,4,2631,2285,108.9,.296,.336,.555,51.1,51.8,8.7,14.0,.516,14.0,28.3,.235,True,True,9
2016,10,72,Dayton,33,25,8,.758,11.34,4.76,14,4,14,3,8,2,2393,2176,104.5,.408,.350,.546,53.2,57.4,8.6,12.2,.516,16.3,28.7,.272,True,False,7
2016,11,80,Duke,36,25,11,.694,19.23,10.59,11,7,15,3,5,4,2920,2609,117.7,.405,.398,.573,49.5,48.6,9.1,9.8,.537,12.2,33.0,.293,True,False,4
2016,12,91,Fairleigh Dickinson,33,18,15,.545,-10.90,-8.31,11,7,9,6,9,8,2558,2600,105.8,.327,.324,.546,46.3,50.8,10.3,7.2,.517,15.3,28.6,.228,True,True,16
2016,13,94,Florida Gulf Coast,35,21,14,.600,-0.79,-3.82,8,6,16,4,4,8,2703,2473,108.1,.369,.250,.546,53.5,47.9,9.2,10.3,.523,15.0,32.9,.238,True,True,16
2016,14,99,Fresno State,35,25,10,.714,5.27,2.24,13,5,16,2,6,7,2630,2475,105.7,.379,.300,.524,50.4,50.3,11.9,11.8,.487,13.1,31.1,.263,True,True,14
2016,15,109,Gonzaga,36,28,8,.778,16.92,4.23,15,3,11,4,9,2,2840,2360,115.4,.340,.355,.587,55.2,49.6,7.5,7.7,.553,14.7,32.3,.258,True,True,11
2016,16,112,Green Bay,36,23,13,.639,1.16,-0.67,11,7,11,3,8,9,3013,2880,107.1,.429,.311,.533,48.7,47.8,12.7,11.1,.500,13.5,30.9,.282,True,True,14
2016,17,113,Hampton,32,21,11,.656,-8.74,-8.45,13,3,9,2,8,7,2363,2370,101.0,.414,.345,.502,53.1,47.0,7.2,9.0,.464,15.7,34.6,.273,True,True,16
2016,18,116,Hawaii,34,28,6,.824,9.03,-1.04,13,3,16,3,7,2,2620,2267,107.2,.449,.379,.555,53.0,58.8,10.5,10.0,.520,15.8,31.0,.307,True,True,13
2016,19,119,Holy Cross,35,15,20,.429,-11.20,-6.11,5,13,8,6,5,13,2267,2445,98.4,.361,.409,.515,45.6,61.9,9.5,7.8,.479,14.9,23.1,.248,True,True,16
2016,20,130,Indiana,35,27,8,.771,19.59,6.90,15,3,17,0,6,4,2891,2447,119.2,.338,.409,.612,54.9,54.8,9.9,9.8,.587,16.7,37.0,.248,True,False,5
2016,21,131,Iona,33,22,11,.667,3.59,-1.78,16,4,11,2,8,6,2628,2451,109.5,.324,.440,.566,49.7,60.0,10.3,10.6,.538,15.4,29.2,.230,True,True,13
2016,22,133,Iowa,33,22,11,.667,17.01,8.71,12,6,13,2,6,5,2561,2287,111.5,.330,.355,.546,50.6,57.7,9.7,12.5,.513,12.6,31.8,.237,True,False,7
2016,23,132,Iowa State,35,23,12,.657,16.93,10.16,10,8,14,2,4,7,2862,2625,113.1,.261,.351,.590,49.7,53.1,8.6,9.8,.571,14.1,26.1,.183,True,False,4
2016,24,141,Kansas,38,33,5,.868,23.87,11.22,15,3,16,0,7,3,3089,2570,115.0,.382,.330,.592,53.9,55.3,9.4,10.7,.564,15.5,32.3,.272,True,True,1
2016,25,144,Kentucky,36,27,9,.750,20.23,8.84,13,5,17,0,4,7,2861,2451,115.3,.378,.310,.564,53.6,49.8,8.3,14.1,.535,13.3,36.8,.261,True,True,4
2016,26,14,Little Rock,35,30,5,.857,7.12,-1.76,17,3,14,0,12,4,2487,2129,108.8,.315,.354,.553,50.1,50.9,10.1,9.6,.520,13.6,27.3,.229,True,True,12
2016,27,169,Maryland,36,27,9,.750,16.71,8.31,12,6,16,1,4,6,2725,2400,112.1,.384,.381,.594,51.9,51.7,8.6,13.9,.555,16.6,28.6,.295,True,False,5
2016,28,175,Miami (FL),35,27,8,.771,18.52,10.69,13,5,15,1,6,5,2633,2359,113.3,.407,.339,.582,51.7,48.3,9.3,9.1,.542,14.5,29.9,.305,True,False,3
2016,29,178,Michigan,36,23,13,.639,13.75,7.92,10,8,13,4,4,6,2656,2426,111.9,.278,.440,.573,49.2,56.7,8.6,6.4,.546,13.1,24.7,.205,True,False,11
2016,30,177,Michigan State,35,29,6,.829,22.59,6.94,13,5,14,2,7,3,2793,2245,118.3,.300,.356,.588,58.0,71.3,6.6,12.9,.563,14.6,36.4,.218,True,True,2
2016,31,179,Middle Tennessee,35,25,10,.714,2.66,-0.70,13,5,11,3,8,6,2539,2410,104.7,.355,.354,.537,51.4,50.1,8.9,9.9,.518,15.0,29.1,.218,True,True,15
2016,32,214,North Carolina,40,33,7,.825,23.44,10.69,14,4,15,1,6,5,3311,2801,118.0,.323,.268,.561,55.9,57.3,9.6,11.5,.526,12.7,40.3,.241,True,True,1
2016,33,208,North Carolina-Asheville,34,22,12,.647,1.10,-3.25,12,6,11,3,6,7,2552,2313,105.8,.410,.306,.541,51.5,47.0,12.9,9.0,.505,15.9,31.9,.284,True,True,15
2016,34,213,North Carolina-Wilmington,33,25,8,.758,6.25,0.35,14,4,12,2,8,5,2620,2379,110.0,.373,.332,.546,50.6,47.2,10.3,11.2,.512,13.5,32.2,.262,True,True,13
2016,35,223,Northern Iowa,36,23,13,.639,8.78,4.44,11,7,11,3,6,8,2475,2303,106.2,.340,.427,.572,46.8,50.5,8.8,7.7,.535,14.2,17.6,.257,True,True,11
2016,36,227,Notre Dame,36,24,12,.667,14.10,9.57,11,7,14,2,5,5,2704,2541,115.2,.329,.343,.573,51.1,49.4,8.4,10.1,.540,13.2,32.3,.244,True,False,6
2016,37,232,Oklahoma,37,29,8,.784,19.76,11.14,12,6,14,1,7,5,2948,2629,111.0,.330,.407,.573,51.4,52.8,9.3,12.6,.543,15.8,31.0,.238,True,False,2
2016,38,236,Oregon,38,31,7,.816,18.05,8.64,14,4,18,0,5,5,2990,2614,112.8,.406,.340,.562,52.4,49.7,10.4,15.3,.525,13.9,34.2,.291,True,True,1
2016,39,235,Oregon State,32,19,13,.594,10.39,9.26,9,9,12,3,4,7,2301,2244,105.1,.373,.319,.530,48.3,53.3,10.8,9.7,.499,14.3,29.2,.250,True,False,7
2016,40,241,Pittsburgh,33,21,12,.636,15.47,8.75,9,9,15,4,3,6,2476,2220,112.2,.357,.307,.551,55.2,62.3,7.3,10.0,.511,14.6,36.9,.269,True,False,10
2016,41,247,Providence,35,24,11,.686,11.94,8.46,10,8,13,4,7,4,2577,2455,104.4,.373,.371,.523,49.4,62.4,9.3,8.9,.480,13.9,30.3,.270,True,False,9
2016,42,248,Purdue,35,26,9,.743,20.17,7.46,12,6,17,1,5,5,2726,2281,113.5,.354,.358,.571,57.3,64.1,6.1,11.7,.536,14.9,34.5,.263,True,False,5
2016,43,260,Saint Joseph's,36,28,8,.778,12.10,4.93,13,5,12,4,10,2,2780,2522,109.6,.374,.356,.548,51.9,54.7,7.3,9.2,.512,12.3,27.9,.268,True,True,8
2016,44,273,Seton Hall,34,25,9,.735,14.66,8.28,12,6,13,3,7,4,2522,2305,104.5,.404,.297,.529,52.4,51.0,10.4,11.4,.498,16.4,34.7,.266,True,True,6
2016,45,279,South Dakota State,34,26,8,.765,5.44,-1.22,12,4,13,0,8,7,2591,2316,110.8,.402,.367,.558,53.7,43.4,7.2,6.6,.515,14.7,32.5,.298,True,True,12
2016,46,290,Southern,35,22,13,.629,-7.68,-9.37,11,7,12,1,6,10,2534,2406,104.2,.369,.298,.527,49.0,41.9,10.6,9.7,.496,14.0,28.9,.247,True,True,16
2016,47,284,Southern California,34,21,13,.618,13.52,7.64,9,9,16,2,3,7,2737,2537,109.4,.351,.322,.549,51.1,51.3,8.6,12.5,.522,14.3,32.1,.237,True,False,8
2016,48,295,Stephen F. Austin,34,28,6,.824,9.23,-5.47,18,0,14,0,9,4,2728,2153,115.3,.345,.365,.577,51.9,65.3,13.1,10.2,.545,14.8,34.6,.253,True,True,14
2016,49,297,Stony Brook,33,26,7,.788,3.75,-5.28,14,2,15,1,11,5,2515,2115,112.0,.320,.300,.548,55.4,58.0,9.1,12.1,.524,14.2,36.0,.215,True,True,13
2016,50,298,Syracuse,37,23,14,.622,14.62,9.75,9,9,13,4,3,7,2589,2409,106.7,.354,.421,.533,49.3,55.8,12.4,12.6,.501,15.3,33.4,.243,True,False,10
2016,51,299,Temple,33,21,12,.636,7.69,6.57,14,4,11,3,8,4,2267,2230,102.4,.266,.375,.498,49.3,54.1,7.8,7.8,.470,11.8,29.1,.182,True,False,10
2016,52,314,Texas,33,20,13,.606,14.80,11.71,11,7,14,3,5,5,2355,2253,106.1,.394,.361,.526,49.1,46.3,7.5,11.6,.494,13.2,30.7,.263,True,False,6
2016,53,305,Texas A&M,37,28,9,.757,18.45,8.45,13,5,17,1,5,5,2828,2458,109.6,.381,.373,.542,53.0,61.8,10.1,10.5,.512,14.3,33.8,.256,True,False,3
2016,54,313,Texas Tech,32,19,13,.594,12.41,10.25,9,9,14,3,3,7,2305,2236,106.7,.422,.304,.547,50.1,53.2,8.8,11.8,.500,15.5,31.2,.314,True,False,8
2016,55,319,Tulsa,32,20,12,.625,9.79,5.76,12,6,12,3,6,5,2356,2227,106.1,.395,.363,.536,48.7,53.0,9.7,7.7,.503,13.6,27.8,.268,True,False,11
2016,56,45,University of California,34,23,11,.676,15.39,7.87,12,6,18,0,4,7,2545,2289,108.5,.417,.337,.550,54.5,48.3,5.9,10.9,.522,15.3,32.6,.274,True,False,4
2016,57,323,Utah,36,27,9,.750,15.50,8.79,13,5,16,1,5,5,2778,2502,112.5,.382,.373,.588,53.2,57.0,8.1,9.9,.557,16.0,30.2,.276,True,False,3
2016,58,325,Vanderbilt,33,19,14,.576,17.20,8.68,11,7,14,2,3,9,2506,2225,109.0,.398,.380,.561,50.8,56.8,6.0,12.9,.529,14.7,27.2,.276,True,False,11
2016,59,327,Villanova,40,35,5,.875,24.08,9.71,16,2,15,1,10,2,3118,2543,115.4,.341,.427,.597,51.2,58.7,10.4,9.7,.561,14.4,28.0,.267,True,False,2
2016,60,331,Virginia,37,29,8,.784,22.04,11.12,13,5,15,0,5,6,2626,2222,115.0,.321,.284,.580,53.2,57.2,8.7,10.2,.548,13.2,29.8,.241,True,False,1
2016,61,328,Virginia Commonwealth,36,25,11,.694,13.83,4.35,14,4,15,2,7,4,2781,2440,109.7,.322,.333,.539,52.0,51.0,12.2,9.8,.510,13.6,32.6,.223,True,False,10
2016,62,336,Weber State,35,26,9,.743,0.18,-5.13,15,3,13,1,6,7,2662,2344,109.4,.436,.416,.585,52.6,52.5,7.2,7.7,.559,16.9,26.5,.294,True,True,15
2016,63,337,West Virginia,35,26,9,.743,21.61,9.78,13,5,13,2,7,4,2749,2335,110.3,.462,.306,.536,56.1,54.1,13.8,8.5,.498,16.3,41.9,.311,True,False,3
2016,64,342,Wichita State,35,26,9,.743,17.39,4.24,16,2,14,1,9,3,2535,2066,108.8,.380,.381,.531,53.1,56.4,10.9,11.6,.490,12.7,31.7,.272,True,False,11
2016,65,345,Wisconsin,35,22,13,.629,13.40,9.40,12,6,13,5,6,5,2373,2233,105.1,.380,.342,.524,52.3,49.0,9.1,8.6,.485,14.6,33.0,.267,True,False,7
2016,66,349,Xavier,34,28,6,.824,18.58,8.43,14,4,15,1,8,3,2737,2392,111.2,.417,.342,.556,54.9,59.1,10.0,8.4,.514,14.8,35.2,.305,True,False,2
2016,67,350,Yale,30,23,7,.767,9.08,-1.03,13,1,12,0,9,6,2248,1914,111.5,.413,.309,.555,57.8,56.9,8.4,12.6,.526,16.4,39.4,.276,True,False,12
2017,0,13,Arizona,37,32,5,.865,18.25,7.63,16,2,15,1,9,1,2833,2440,113.8,.405,.305,.580,55.1,51.3,8.1,8.8,.537,14.5,33.1,.310,True,True,2
2017,1,17,Arkansas,36,26,10,.722,14.04,8.60,12,6,15,3,6,5,2855,2659,110.7,.381,.295,.558,49.5,49.8,10.8,12.4,.514,14.3,31.7,.290,True,False,8
2017,2,22,Baylor,35,27,8,.771,19.75,11.87,12,6,15,2,6,4,2550,2228,111.5,.338,.328,.562,56.5,59.1,7.9,13.0,.530,17.1,40.2,.244,True,False,3
2017,3,34,Bucknell,35,26,9,.743,5.89,-2.48,15,3,14,2,9,6,2669,2376,107.9,.372,.384,.578,50.6,54.1,10.2,9.7,.553,16.8,26.7,.253,True,True,13
2017,4,36,Butler,34,25,9,.735,17.70,10.23,12,6,13,3,7,4,2595,2341,112.6,.371,.376,.581,50.6,50.0,8.9,8.4,.546,13.4,27.1,.275,True,False,4
2017,5,56,Cincinnati,36,30,6,.833,18.43,5.49,16,2,18,0,8,3,2674,2208,113.3,.325,.361,.547,53.3,57.5,11.1,13.9,.520,12.9,35.5,.223,True,False,6
2017,6,69,Creighton,35,25,10,.714,17.27,8.95,10,8,13,4,7,4,2864,2549,112.3,.277,.358,.592,49.3,55.5,8.4,7.6,.576,15.2,24.8,.189,True,False,6
2017,7,72,Dayton,32,24,8,.750,12.98,4.27,15,3,15,1,7,3,2428,2126,108.9,.436,.381,.571,49.7,61.0,11.2,11.9,.538,15.0,25.8,.301,True,False,7
2017,8,80,Duke,37,28,9,.757,21.56,10.91,11,7,15,1,4,6,2991,2597,115.7,.393,.383,.588,51.9,47.5,8.7,10.9,.548,14.2,31.6,.299,True,True,2
2017,9,83,East Tennessee State,35,27,8,.771,7.31,-2.11,14,4,13,2,8,5,2782,2438,110.2,.432,.352,.587,53.1,53.8,11.6,13.6,.555,18.0,31.3,.304,True,True,13
2017,10,97,Florida,36,27,9,.750,22.40,11.01,14,4,9,1,8,4,2804,2394,110.0,.402,.366,.556,51.3,47.2,10.7,11.8,.516,14.6,31.8,.293,True,False,4
2017,11,94,Florida Gulf Coast,34,26,8,.765,2.26,-3.42,12,2,16,3,10,3,2701,2356,113.8,.329,.315,.579,53.9,52.3,8.7,9.7,.554,15.3,33.9,.231,True,True,14
2017,12,96,Florida State,35,26,9,.743,18.87,8.87,12,6,18,0,3,6,2873,2523,113.1,.384,.313,.566,52.7,49.3,10.2,13.7,.537,14.1,33.6,.265,True,False,3
2017,13,109,Gonzaga,39,37,2,.949,25.26,4.13,17,1,15,1,10,0,3222,2398,116.4,.390,.329,.596,54.7,51.8,9.6,11.2,.567,14.2,29.8,.280,True,True,1
2017,14,131,Iona,35,22,13,.629,1.08,-2.47,12,8,8,4,7,7,2813,2689,110.0,.310,.400,.569,48.2,55.3,9.3,7.7,.534,14.6,27.0,.238,True,True,14
2017,15,132,Iowa State,35,24,11,.686,20.51,11.94,12,6,12,3,5,6,2829,2529,112.5,.276,.393,.572,47.7,53.6,10.8,8.9,.550,12.6,25.6,.194,True,True,5
2017,16,137,Jacksonville State,35,20,15,.571,-2.85,-3.24,9,7,5,5,10,9,2434,2378,105.7,.346,.367,.559,52.7,57.5,6.8,10.8,.528,18.0,31.5,.247,True,True,15
2017,17,141,Kansas,36,31,5,.861,23.53,12.23,16,2,14,1,10,1,2995,2588,115.4,.360,.359,.583,53.0,54.5,9.6,11.2,.561,15.1,33.9,.244,True,False,1
2017,18,140,Kansas State,35,21,14,.600,14.80,10.48,8,10,11,5,5,6,2523,2372,106.4,.412,.363,.560,49.2,60.0,11.4,10.3,.527,16.8,29.5,.286,True,False,11
2017,19,143,Kent State,36,22,14,.611,0.88,-1.63,10,8,10,6,7,5,2772,2628,107.0,.328,.349,.521,54.0,45.5,8.9,9.7,.484,14.9,38.7,.236,True,True,14
2017,20,144,Kentucky,38,32,6,.842,23.88,10.49,16,2,15,2,7,3,3225,2716,113.8,.409,.316,.564,53.2,51.6,8.1,13.0,.529,13.4,33.2,.288,True,True,2
2017,21,158,Louisville,34,25,9,.735,22.47,11.15,12,6,16,1,5,5,2628,2243,112.0,.340,.321,.543,54.1,48.4,9.7,15.2,.514,13.4,36.6,.233,True,False,2
2017,22,165,Marquette,32,19,13,.594,15.26,8.60,10,8,14,3,4,6,2631,2418,115.2,.310,.415,.607,49.6,57.1,10.1,9.3,.576,15.5,27.0,.242,True,False,10
2017,23,169,Maryland,33,24,9,.727,12.79,8.29,12,6,13,5,8,2,2438,2246,108.1,.398,.411,.557,50.3,57.1,8.0,11.9,.523,16.3,31.1,.278,True,False,6
2017,24,175,Miami (FL),33,21,12,.636,14.48,9.57,10,8,14,2,4,6,2278,2116,106.3,.343,.326,.544,53.0,47.8,9.9,10.5,.510,16.6,33.4,.246,True,False,8
2017,25,178,Michigan,38,26,12,.684,18.80,10.17,10,8,15,3,3,8,2851,2523,116.5,.301,.451,.601,47.9,52.6,9.0,7.4,.570,12.8,24.5,.234,True,True,7
2017,26,177,Michigan State,35,20,15,.571,13.67,10.50,10,8,14,2,2,7,2515,2404,105.1,.335,.380,.563,52.6,65.3,6.3,11.9,.540,18.0,29.1,.224,True,False,9
2017,27,179,Middle Tennessee,36,31,5,.861,9.80,-0.48,17,1,13,2,11,2,2697,2299,112.4,.304,.299,.567,53.9,54.4,10.1,8.3,.543,13.6,30.7,.212,True,True,12
2017,28,181,Minnesota,34,24,10,.706,14.56,8.82,11,7,17,3,5,5,2556,2361,104.6,.396,.299,.528,50.5,57.2,7.9,15.9,.487,14.0,29.6,.281,True,False,5
2017,29,193,Mount St. Mary's,36,20,16,.556,-4.29,-3.51,14,4,11,4,8,11,2446,2474,99.1,.324,.369,.536,44.5,46.0,9.0,9.6,.510,17.1,23.0,.218,True,True,16
2017,30,199,Nevada,35,28,7,.800,10.49,2.03,14,4,13,1,8,4,2792,2496,112.0,.413,.402,.561,52.4,59.9,7.6,11.0,.525,13.4,30.3,.291,True,True,12
2017,31,201,New Mexico State,34,28,6,.824,4.66,-3.82,11,3,17,1,8,4,2678,2310,112.1,.431,.382,.568,54.4,55.3,6.9,9.6,.531,16.5,36.7,.307,True,True,14
2017,32,203,New Orleans,32,20,12,.625,-4.10,-5.34,13,5,11,3,7,8,2331,2215,103.2,.427,.250,.552,52.9,60.2,11.2,8.6,.513,20.2,36.7,.303,True,True,16
2017,33,214,North Carolina,40,33,7,.825,24.84,11.76,14,4,16,0,6,5,3377,2824,116.0,.348,.303,.550,58.2,58.9,9.7,9.7,.519,13.4,41.3,.244,True,False,1
2017,34,210,North Carolina Central,34,25,9,.735,-3.18,-12.12,13,3,11,2,11,6,2542,2159,108.7,.341,.380,.546,51.7,52.7,8.9,8.7,.517,14.8,32.9,.233,True,True,16
2017,35,213,North Carolina-Wilmington,35,29,6,.829,8.06,-0.55,15,3,13,1,11,3,2967,2624,118.1,.317,.411,.578,51.6,52.7,9.3,8.2,.555,12.4,32.8,.219,True,True,12
2017,36,216,North Dakota,32,22,10,.688,-1.83,-5.45,14,4,11,2,7,6,2578,2357,108.8,.364,.305,.573,50.5,52.6,10.6,7.5,.542,15.7,26.8,.260,True,True,15
2017,37,224,Northern Kentucky,35,24,11,.686,-0.17,-2.84,12,6,12,2,8,7,2659,2507,107.3,.363,.422,.557,53.1,52.4,8.1,7.1,.529,16.4,31.7,.247,True,True,15
2017,38,226,Northwestern,36,24,12,.667,14.02,8.43,10,8,14,4,5,5,2558,2357,106.8,.304,.357,.534,50.6,59.1,7.9,13.2,.497,13.8,30.7,.227,True,False,8
2017,39,227,Notre Dame,36,26,10,.722,17.81,9.78,12,6,16,2,5,4,2783,2494,113.8,.286,.406,.573,48.7,57.8,10.4,9.7,.536,12.3,27.3,.229,True,False,5
2017,40,231,Oklahoma State,33,20,13,.606,19.19,12.22,9,9,11,5,7,5,2828,2589,117.8,.383,.357,.583,52.9,50.8,10.5,8.1,.539,15.1,38.1,.302,True,False,10
2017,41,236,Oregon,39,33,6,.846,20.80,8.38,16,2,17,0,7,3,3076,2565,114.2,.347,.388,.582,52.9,56.3,9.4,17.2,.554,14.7,32.2,.247,True,False,3
2017,42,246,Princeton,30,23,7,.767,6.57,-1.84,14,0,10,1,10,4,2149,1843,109.5,.242,.460,.562,50.0,55.2,10.2,9.5,.537,13.5,24.4,.179,True,True,12
2017,43,247,Providence,33,20,13,.606,11.24,7.84,10,8,15,3,4,7,2319,2207,103.6,.381,.359,.547,49.1,58.6,9.7,8.1,.514,16.3,26.4,.263,True,False,11
2017,44,248,Purdue,35,27,8,.771,20.13,8.79,14,4,15,2,6,4,2790,2393,112.6,.333,.383,.589,54.9,65.3,7.3,6.1,.557,16.1,30.7,.252,True,False,4
2017,45,251,Rhode Island,35,25,10,.714,12.88,4.62,13,5,13,3,7,5,2577,2288,108.8,.392,.323,.538,51.8,51.0,9.6,15.7,.507,14.0,32.8,.262,True,True,11
2017,46,262,Saint Mary's (CA),34,29,5,.853,16.75,2.19,16,2,15,2,10,1,2449,1954,117.6,.278,.414,.602,57.2,63.1,6.9,8.5,.578,15.2,33.0,.207,True,False,7
2017,47,273,Seton Hall,33,21,12,.636,12.10,9.25,10,8,12,2,4,6,2417,2323,104.9,.376,.307,.526,54.7,46.4,9.9,6.6,.499,16.4,35.7,.242,True,False,9
2017,48,278,South Carolina,37,26,11,.703,17.52,10.16,12,6,15,3,6,5,2707,2414,102.9,.398,.334,.518,50.8,50.6,11.0,11.1,.477,15.5,33.5,.278,True,False,7
2017,49,279,South Dakota State,35,18,17,.514,-2.30,-0.66,8,8,11,3,3,12,2683,2697,109.6,.404,.456,.581,50.7,52.1,7.4,7.2,.537,16.4,27.4,.311,True,True,16
2017,50,284,Southern California,36,26,10,.722,11.48,6.40,10,8,14,3,6,5,2816,2633,111.2,.368,.366,.560,50.3,56.4,9.9,13.3,.522,13.7,30.9,.273,True,False,11
2017,51,287,Southern Methodist,35,30,5,.857,18.71,4.45,17,1,18,0,8,3,2599,2100,116.6,.360,.365,.574,56.3,61.9,9.0,11.1,.547,14.3,37.1,.251,True,True,6
2017,52,311,Texas Southern,35,23,12,.657,-6.41,-7.81,16,2,10,0,11,11,2593,2544,105.5,.443,.344,.532,48.4,47.2,10.2,7.4,.481,14.3,31.6,.326,True,True,16
