,,Rank,School,Games,Wins,Losses,Win-Loss%,SRS,SOS,Conf Wins,Conf Losses,Home Wins,Home Losses,Away Wins,Away Losses,Points For,Points Against,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,NCAA,Conf Champ,Seed
2004,34,184,Murray State,34,28,6,.824,7.22,-3.20,14,2,15,1,10,4,2730,2342,,.363,.328,.579,53.2,64.0,,7.4,.551,16.8,,.258,True,True,12
2004,35,188,Nevada,34,25,9,.735,14.91,5.82,13,5,15,0,5,8,2579,2257,,.417,.252,.541,53.9,53.1,,7.8,.496,15.7,,.304,True,True,10
2004,36,201,North Carolina,30,19,11,.633,19.40,12.04,8,8,12,3,4,7,2464,2243,,.392,.290,.543,52.8,61.3,,6.7,.510,16.9,,.269,True,False,6
2004,37,199,North Carolina State,31,21,10,.677,18.45,10.61,11,5,15,3,5,6,2261,2018,,.357,.446,.573,50.5,59.7,,4.1,.527,17.5,,.285,True,False,3
2004,38,206,Northern Iowa,31,21,10,.677,6.87,3.20,12,6,13,3,5,6,2147,2015,,.394,.383,.550,49.9,56.7,,3.6,.508,16.6,,.291,True,True,14
2004,39,213,Oklahoma State,35,31,4,.886,20.85,7.23,14,2,15,0,7,2,2698,2188,,.389,.226,.583,53.9,56.0,,6.7,.556,16.8,,.270,True,True,2
2004,40,219,Pacific,33,25,8,.758,5.76,0.95,17,1,12,1,9,4,2272,2097,,.457,.334,.572,50.5,62.6,,5.5,.528,19.2,,.336,True,True,12
2004,41,223,Pittsburgh,36,31,5,.861,18.20,6.49,13,3,19,1,7,2,2446,2031,,.389,.255,.537,53.9,57.9,,8.5,.510,16.7,,.254,True,False,3
2004,42,227,Princeton,28,20,8,.714,1.54,-3.32,13,1,10,2,10,3,1760,1591,,.344,.379,.573,52.4,59.3,,6.8,.545,19.5,,.245,True,False,14
2004,43,228,Providence,29,20,9,.690,14.87,8.21,11,5,11,4,8,3,2060,1867,,.347,.395,.555,50.5,63.5,,8.8,.522,18.9,,.250,True,False,5
2004,44,234,Richmond,33,20,13,.606,10.07,5.07,10,6,9,4,8,7,2129,1964,,.361,.339,.507,50.0,55.1,,8.3,.463,17.1,,.260,True,False,9
2004,45,241,Saint Joseph's,32,30,2,.938,20.03,4.97,16,0,9,0,13,0,2476,1994,,.337,.425,.586,47.3,60.0,,6.2,.561,14.9,,.237,True,False,11
2004,46,253,Seton Hall,31,21,10,.677,14.28,7.78,10,6,13,2,6,5,2228,2028,,.346,.296,.544,51.7,50.4,,5.3,.510,16.4,,.247,True,False,8
2004,47,257,South Carolina,34,23,11,.676,12.77,5.33,8,8,14,3,5,6,2383,2130,,.354,.355,.524,49.3,59.0,,9.3,.492,16.4,,.239,True,False,10
2004,48,262,Southern Illinois,30,25,5,.833,10.70,2.64,17,1,13,1,11,2,2131,1889,,.304,.309,.524,50.5,53.9,,5.9,.495,15.1,,.210,True,False,1
2004,49,270,Stanford,32,30,2,.938,17.46,4.34,17,1,14,0,10,1,2356,1936,,.368,.262,.566,55.0,60.4,,8.0,.527,17.9,,.276,True,True,1
2004,50,274,Syracuse,31,23,8,.742,13.06,7.61,11,5,14,3,6,3,2265,2096,,.366,.235,.528,50.6,54.9,,11.1,.502,15.6,,.235,True,False,5
2004,51,290,Texas,33,25,8,.758,18.52,8.40,12,4,15,1,6,3,2529,2195,,.355,.298,.529,54.5,49.4,,6.7,.497,14.0,,.241,True,False,3
2004,52,289,Texas Tech,34,23,11,.676,14.71,8.21,9,7,15,1,4,7,2490,2269,,.354,.187,.537,48.7,54.8,,6.1,.496,15.5,,.262,True,False,9
2004,53,284,Texas-El Paso,32,24,8,.750,11.42,3.55,13,5,16,1,6,5,2479,2161,,.467,.293,.580,49.9,62.7,,4.6,.533,17.2,,.351,True,False,8
2004,54,286,Texas-San Antonio,33,19,14,.576,-7.22,-6.11,11,5,11,5,7,5,2400,2367,,.409,.342,.530,50.6,51.8,,5.0,.491,19.9,,.285,True,True,13
2004,55,298,Utah,33,24,9,.727,11.37,4.53,9,5,15,1,6,5,2134,1893,,.341,.310,.563,56.0,55.5,,6.7,.531,19.6,,.247,True,True,13
2004,56,299,Valparaiso,31,18,13,.581,-0.09,0.01,11,5,10,5,4,6,2217,2201,,.425,.307,.530,51.6,62.0,,5.4,.487,19.3,,.300,True,True,15
2004,57,300,Vanderbilt,33,23,10,.697,15.70,7.58,8,8,15,2,4,6,2414,2146,,.352,.382,.552,50.4,64.3,,6.2,.519,16.1,,.250,True,False,6
2004,58,301,Vermont,31,22,9,.710,-2.75,-6.36,15,3,10,2,10,5,2045,1933,,.317,.355,.511,51.8,60.9,,5.1,.480,16.2,,.215,True,True,11
2004,59,303,Virginia Commonwealth,31,23,8,.742,6.80,-0.17,14,4,15,2,8,5,2202,1986,,.360,.310,.551,53.2,50.2,,6.8,.536,20.3,,.218,True,True,15
2004,60,308,Wake Forest,31,21,10,.677,18.45,11.03,9,7,12,4,5,5,2590,2360,,.447,.330,.576,52.2,55.2,,5.2,.539,16.9,,.318,True,False,4
2004,61,310,Washington,31,19,12,.613,9.46,6.43,12,6,11,3,6,7,2543,2449,,.412,.298,.556,49.9,56.3,,4.9,.518,17.1,,.294,True,False,8
2004,62,316,Western Michigan,31,26,5,.839,12.31,-0.11,15,3,13,0,8,4,2434,2049,,.397,.318,.556,54.2,56.1,,5.0,.518,15.8,,.286,True,True,11
2004,63,320,Wisconsin,32,25,7,.781,18.96,7.49,12,4,15,0,5,6,2190,1823,,.405,.334,.544,52.0,56.4,,5.6,.503,13.7,,.292,True,True,6
2004,64,324,Xavier,37,26,11,.703,13.84,5.84,10,6,13,3,6,6,2635,2339,,.378,.367,.543,51.6,54.4,,4.2,.510,15.9,,.260,True,True,7
2005,0,6,Alabama,32,24,8,.750,16.74,6.81,12,4,14,1,8,4,2426,2083,,.432,.373,.594,53.9,55.3,,7.5,.557,16.7,,.318,True,False,5
2005,1,3,Alabama A&M,32,18,14,.563,-11.96,-12.86,12,6,9,3,6,8,2229,2169,,.435,.345,.486,47.0,55.9,,6.5,.453,17.6,,.267,True,True,16
2005,2,4,Alabama-Birmingham,33,22,11,.667,10.42,4.78,10,6,11,3,7,5,2557,2371,,.389,.313,.541,46.6,57.3,,5.4,.505,15.8,,.271,True,False,11
2005,3,12,Arizona,37,30,7,.811,18.00,8.03,15,3,15,1,8,3,2948,2579,,.309,.279,.570,52.9,56.6,,6.6,.534,17.5,,.240,True,False,3
2005,4,27,Boston College,30,25,5,.833,14.38,6.41,13,3,16,1,7,2,2174,1935,,.428,.293,.536,53.4,68.6,,7.1,.493,16.6,,.305,True,False,4
2005,5,33,Bucknell,33,23,10,.697,2.12,-2.19,10,4,12,1,8,7,2097,1946,,.424,.373,.551,50.3,59.1,,5.8,.513,21.1,,.297,True,True,14
2005,6,47,Central Florida,33,24,9,.727,-4.91,-7.78,13,7,12,3,8,5,2304,2152,,.382,.446,.573,54.2,65.3,,8.2,.544,19.8,,.266,True,True,15
2005,7,50,Charlotte,29,21,8,.724,9.63,3.97,12,4,12,2,7,5,2257,2093,,.413,.357,.534,51.0,53.6,,5.2,.497,15.5,,.282,True,False,7
2005,8,51,Chattanooga,31,20,11,.645,-1.37,-3.59,10,6,13,3,7,7,2253,2034,,.418,.317,.538,57.5,56.6,,3.4,.503,20.4,,.284,True,True,15
2005,9,53,Cincinnati,33,25,8,.758,17.64,6.74,12,4,15,2,7,3,2505,2130,,.457,.330,.535,52.9,58.8,,11.2,.494,15.7,,.315,True,False,7
2005,10,63,Connecticut,31,23,8,.742,18.82,7.62,13,3,14,3,7,3,2419,2072,,.413,.260,.540,57.1,61.6,,13.7,.502,17.3,,.289,True,False,2
2005,11,66,Creighton,34,23,11,.676,10.14,3.84,11,7,11,5,7,5,2421,2207,,.363,.388,.567,47.8,58.7,,6.1,.533,16.2,,.265,True,True,10
2005,12,70,Delaware State,33,19,14,.576,-6.68,-6.89,14,4,9,1,6,11,2043,2036,,.421,.392,.537,47.0,52.6,,5.8,.488,19.5,,.313,True,True,16
2005,13,77,Duke,33,27,6,.818,23.01,10.04,11,5,14,1,5,4,2581,2153,,.429,.398,.560,51.1,49.4,,11.0,.521,16.5,,.305,True,True,1
2005,14,82,Eastern Kentucky,31,22,9,.710,-2.68,-5.18,11,5,12,1,8,7,2256,2078,,.313,.311,.554,52.1,56.8,,7.2,.531,18.1,,.210,True,True,15
2005,15,88,Fairleigh Dickinson,33,20,13,.606,-4.13,-6.91,13,5,12,3,7,8,2432,2310,,.324,.317,.534,50.8,55.7,,7.8,.508,17.0,,.216,True,True,16
2005,16,93,Florida,32,24,8,.750,20.18,7.12,12,4,13,3,6,4,2438,2020,,.409,.358,.583,54.2,56.3,,8.4,.552,17.5,,.289,True,True,4
2005,17,99,George Washington,30,22,8,.733,10.62,1.05,11,5,10,3,8,4,2308,2021,,.396,.255,.555,52.2,58.1,,7.6,.522,17.7,,.274,True,True,12
2005,18,103,Georgia Tech,32,20,12,.625,17.21,9.78,8,8,13,3,4,6,2371,2133,,.372,.304,.537,51.6,55.5,,8.6,.503,17.9,,.257,True,False,5
2005,19,105,Gonzaga,31,26,5,.839,13.30,4.37,12,2,14,0,6,3,2454,2159,,.468,.237,.590,55.8,56.8,,5.8,.548,16.7,,.346,True,True,3
2005,20,121,Illinois,39,37,2,.949,24.10,8.47,15,1,15,0,9,1,3002,2382,,.288,.388,.585,52.3,66.6,,5.9,.560,14.3,,.210,True,True,1
2005,21,126,Iowa,33,21,12,.636,14.97,9.34,7,9,13,3,3,6,2407,2221,,.407,.305,.551,50.9,59.6,,9.2,.517,17.9,,.281,True,False,10
2005,22,125,Iowa State,31,19,12,.613,11.37,8.40,9,7,13,3,4,7,2112,2005,,.352,.216,.504,49.6,56.6,,6.9,.469,16.2,,.240,True,False,9
2005,23,134,Kansas,30,23,7,.767,20.68,10.85,12,4,15,1,6,4,2251,1956,,.385,.320,.565,52.4,61.8,,6.7,.534,17.9,,.268,True,False,3
2005,24,136,Kentucky,34,28,6,.824,19.16,8.10,14,2,14,1,7,3,2503,2127,,.375,.327,.548,50.9,56.5,,8.0,.521,16.3,,.249,True,False,2
2005,25,145,Louisiana,31,20,11,.645,5.71,1.91,11,4,11,1,5,9,2239,2109,,.363,.334,.530,52.2,46.6,,5.3,.502,18.6,,.239,True,True,13
2005,26,147,Louisiana State,30,20,10,.667,11.60,7.77,12,4,14,1,4,6,2257,2142,,.405,.338,.560,53.3,57.0,,7.3,.520,16.7,,.296,True,False,6
2005,27,149,Louisville,38,33,5,.868,22.57,6.18,14,2,15,2,10,1,3066,2436,,.436,.418,.586,54.1,58.4,,7.0,.550,17.0,,.315,True,True,4
2005,28,167,Michigan State,33,26,7,.788,20.47,7.41,13,3,14,1,6,4,2590,2159,,.373,.328,.587,55.2,61.8,,5.0,.546,17.0,,.290,True,False,5
2005,29,170,Milwaukee,32,26,6,.813,10.41,1.44,14,2,13,1,11,3,2400,2059,,.364,.395,.550,50.7,54.2,,6.5,.517,16.6,,.256,True,True,12
2005,30,171,Minnesota,32,21,11,.656,12.06,6.96,10,6,14,3,5,4,2175,2012,,.384,.285,.539,52.0,58.8,,8.5,.501,20.4,,.271,True,False,8
2005,31,172,Mississippi State,34,23,11,.676,12.55,6.05,9,7,11,2,5,5,2466,2245,,.404,.301,.528,55.8,54.6,,5.7,.495,17.7,,.269,True,False,9
2005,32,180,Montana,31,18,13,.581,-3.63,-3.49,9,5,12,2,4,10,2152,2132,,.460,.320,.550,52.6,57.7,,5.1,.514,21.2,,.311,True,True,16
2005,33,188,Nevada,32,25,7,.781,9.25,3.02,16,2,13,4,11,2,2225,1974,,.454,.186,.529,55.3,60.7,,8.9,.482,18.1,,.321,True,False,9
2005,34,191,New Mexico,33,26,7,.788,11.09,1.51,10,4,18,1,5,5,2492,2121,,.436,.397,.596,51.6,57.4,,6.2,.571,17.8,,.296,True,True,12
2005,35,193,Niagara,30,20,10,.667,3.12,-3.08,13,5,13,0,5,9,2537,2351,,.413,.393,.554,54.7,56.8,,5.4,.505,14.5,,.314,True,True,14
2005,36,201,North Carolina,37,33,4,.892,28.42,10.66,14,2,15,0,8,2,3257,2600,,.442,.304,.596,55.1,62.6,,6.2,.560,17.8,,.320,True,False,1
2005,37,199,North Carolina State,35,21,14,.600,16.16,9.16,7,9,11,6,5,6,2559,2314,,.387,.415,.564,48.3,60.7,,8.4,.532,16.1,,.273,True,False,10
2005,38,206,Northern Iowa,32,21,11,.656,10.14,5.31,11,7,13,2,6,7,2311,2127,,.318,.336,.569,50.8,58.0,,7.9,.545,15.5,,.222,True,False,11
2005,39,210,Oakland,32,13,19,.406,-2.66,0.86,7,9,6,5,3,13,2269,2352,,.372,.329,.534,48.9,58.4,,4.4,.505,15.5,,.247,True,True,16
2005,40,212,Ohio,32,21,11,.656,5.36,1.80,11,7,13,1,4,9,2288,2174,,.479,.331,.556,49.6,48.4,,4.9,.516,17.1,,.334,True,True,13
2005,41,214,Oklahoma,33,25,8,.758,19.96,8.84,12,4,14,1,6,3,2480,2088,,.342,.302,.559,53.0,56.3,,7.7,.532,16.8,,.236,True,False,3
2005,42,213,Oklahoma State,33,26,7,.788,21.40,9.68,11,5,13,1,7,4,2583,2151,,.364,.308,.601,54.0,61.0,,4.9,.562,17.4,,.284,True,True,2
2005,43,215,Old Dominion,34,28,6,.824,5.97,-2.59,15,3,14,1,11,4,2430,2079,,.352,.319,.532,51.4,63.5,,8.2,.497,15.4,,.246,True,True,12
2005,44,219,Pacific,31,27,4,.871,8.95,1.16,18,0,12,1,13,1,2258,2011,,.395,.329,.595,54.6,58.2,,5.3,.560,18.3,,.293,True,False,8
2005,45,221,Pennsylvania,29,20,9,.690,4.71,-1.98,13,1,12,1,8,7,1982,1788,,.405,.356,.526,53.2,61.4,,6.1,.494,19.5,,.267,True,False,13
2005,46,223,Pittsburgh,29,20,9,.690,14.53,5.73,10,6,13,4,6,3,2097,1842,,.432,.295,.555,56.3,59.5,,7.5,.527,18.2,,.285,True,False,9
2005,47,243,Saint Mary's (CA),34,25,9,.735,6.68,2.40,11,3,15,1,9,4,2373,2178,,.420,.369,.544,53.0,47.9,,5.9,.501,19.7,,.304,True,False,10
2005,48,260,Southeastern Louisiana,33,24,9,.727,-0.86,-5.22,13,3,13,1,8,6,2085,1842,,.402,.227,.527,50.2,50.5,,7.9,.498,18.9,,.260,True,True,15
2005,49,262,Southern Illinois,35,27,8,.771,11.53,5.12,15,3,15,0,8,6,2365,2123,,.270,.283,.536,50.3,53.4,,5.8,.503,16.9,,.202,True,False,7
2005,50,270,Stanford,31,18,13,.581,9.10,8.13,11,7,10,2,5,5,2173,2134,,.382,.204,.517,50.4,48.2,,4.8,.470,16.9,,.282,True,False,8
2005,51,274,Syracuse,34,27,7,.794,15.95,6.83,11,5,16,2,6,3,2548,2197,,.383,.255,.551,52.8,55.5,,8.1,.524,16.7,,.256,True,True,4
2005,52,290,Texas,31,20,11,.645,15.49,7.56,9,7,14,2,4,6,2384,2124,,.408,.350,.558,53.4,49.8,,7.1,.524,16.9,,.285,True,False,8
2005,53,289,Texas Tech,33,22,11,.667,16.24,9.11,10,6,13,2,5,5,2535,2287,,.356,.187,.554,49.6,59.3,,6.3,.513,15.6,,.269,True,False,6
2005,54,284,Texas-El Paso,35,27,8,.771,9.61,0.91,14,4,16,2,7,4,2616,2278,,.391,.292,.564,51.1,64.3,,5.4,.514,15.5,,.310,True,True,11
2005,55,296,UCLA,29,18,11,.621,9.16,7.09,11,7,12,3,6,5,2138,2078,,.383,.325,.547,52.9,55.7,,4.3,.508,19.2,,.276,True,False,11
2005,56,298,Utah,35,29,6,.829,14.01,4.54,13,1,16,0,7,3,2379,2005,,.472,.291,.597,59.1,61.6,,5.3,.562,20.2,,.338,True,False,6
2005,57,297,Utah State,32,24,8,.750,12.75,-1.47,13,5,14,1,6,5,2315,1848,,.382,.292,.604,55.4,64.5,,5.3,.582,17.1,,.264,True,True,14
2005,58,301,Vermont,32,25,7,.781,7.80,-1.95,16,2,13,0,10,6,2299,1987,,.314,.406,.540,53.7,61.2,,3.1,.507,15.1,,.227,True,True,13
2005,59,302,Villanova,32,24,8,.750,19.06,8.43,11,5,14,2,5,3,2336,1996,,.376,.340,.539,52.9,48.1,,10.5,.496,15.9,,.277,True,False,5
2005,60,308,Wake Forest,33,27,6,.818,20.24,10.27,13,3,16,0,8,4,2801,2441,,.461,.320,.584,54.9,55.0,,5.9,.555,16.8,,.315,True,False,2
2005,61,310,Washington,35,29,6,.829,19.77,7.66,14,4,15,0,6,5,3026,2596,,.339,.295,.574,52.8,59.9,,4.3,.542,15.9,,.249,True,True,1
2005,62,312,West Virginia,35,24,11,.686,11.76,7.62,8,8,11,3,6,5,2501,2356,,.311,.459,.564,47.0,66.6,,6.9,.532,15.7,,.231,True,False,7
2005,63,319,Winthrop,33,27,6,.818,0.48,-6.65,15,1,16,0,9,4,2245,1961,,.421,.350,.543,52.4,62.2,,7.5,.509,18.3,,.285,True,True,14
2005,64,320,Wisconsin,34,25,9,.735,16.76,9.61,11,5,15,1,5,6,2290,2047,,.383,.358,.542,52.7,56.3,,3.4,.510,15.5,,.259,True,False,6
2006,0,1,Air Force,31,24,7,.774,10.20,2.49,12,4,16,0,6,5,1990,1695,,.331,.484,.609,45.7,65.2,,4.7,.581,17.0,,.246,True,False,13
2006,1,6,Alabama,31,18,13,.581,10.79,8.08,10,6,14,4,3,7,2178,2094,,.415,.304,.547,53.2,50.0,,8.3,.508,17.5,,.294,True,False,10
2006,2,4,Alabama-Birmingham,31,24,7,.774,9.64,1.57,12,2,14,1,7,5,2306,2035,,.374,.356,.539,44.2,58.6,,6.6,.514,15.6,,.242,True,False,9
2006,3,7,Albany (NY),32,21,11,.656,-0.44,-4.25,13,3,10,3,8,7,2194,2065,,.411,.355,.553,51.7,54.2,,4.8,.515,18.5,,.292,True,True,16
2006,4,12,Arizona,33,20,13,.606,15.12,10.09,11,7,12,2,4,7,2433,2267,,.327,.218,.517,49.8,54.1,,6.9,.481,15.7,,.232,True,False,8
2006,5,16,Arkansas,32,22,10,.688,15.01,6.17,10,6,15,1,3,5,2359,2076,,.392,.290,.541,50.2,58.9,,10.7,.507,16.4,,.271,True,False,8
2006,6,22,Belmont,31,20,11,.645,-3.53,-6.72,15,5,10,2,7,8,2499,2356,,.353,.380,.588,50.3,57.7,,5.9,.565,19.1,,.244,True,True,15
2006,7,27,Boston College,36,28,8,.778,13.79,6.10,11,5,14,2,9,3,2671,2383,,.425,.299,.567,52.8,67.3,,7.9,.539,16.7,,.287,True,False,4
2006,8,30,Bradley,33,22,11,.667,11.78,5.38,11,7,13,1,5,8,2359,2148,,.345,.285,.524,52.0,62.9,,8.2,.487,18.1,,.247,True,False,13
2006,9,33,Bucknell,32,27,5,.844,7.29,-2.29,14,0,14,1,11,3,2114,1785,,.429,.322,.563,52.4,62.9,,3.6,.528,20.2,,.299,True,True,9
2006,10,64,Connecticut,34,30,4,.882,21.22,6.57,14,2,16,0,8,2,2781,2283,,.419,.246,.556,56.1,54.8,,13.5,.518,16.3,,.295,True,False,1
2006,11,69,Davidson,31,20,11,.645,1.89,-3.04,10,5,14,1,3,9,2403,2137,,.290,.398,.560,54.1,66.3,,2.8,.527,15.7,,.221,True,True,15
2006,12,78,Duke,36,32,4,.889,21.77,8.77,14,2,14,1,8,2,2921,2453,,.450,.353,.598,48.1,55.8,,9.1,.555,16.9,,.343,True,True,1
2006,13,94,Florida,39,33,6,.846,20.21,5.49,10,6,16,2,6,4,3052,2478,,.407,.348,.603,52.7,61.3,,9.1,.569,18.2,,.302,True,True,3
2006,14,99,George Mason,35,27,8,.771,12.11,2.77,15,3,12,1,8,5,2429,2102,,.347,.311,.560,51.5,56.5,,6.3,.537,17.1,,.230,True,False,11
2006,15,100,George Washington,30,27,3,.900,9.63,-0.33,16,0,15,0,10,1,2360,2026,,.416,.282,.543,52.4,60.5,,8.0,.516,16.2,,.269,True,False,8
2006,16,101,Georgetown,33,23,10,.697,13.98,6.92,10,6,11,2,7,6,2177,1944,,.320,.373,.562,53.1,65.3,,7.0,.534,16.4,,.226,True,False,7
2006,17,106,Gonzaga,33,29,4,.879,12.32,5.02,14,0,17,0,8,2,2643,2402,,.454,.266,.579,52.5,51.2,,4.7,.526,16.0,,.355,True,True,3
2006,18,109,Hampton,32,16,16,.500,-10.17,-12.56,10,8,7,7,5,8,2120,2047,,.368,.305,.490,53.0,51.2,,5.9,.462,19.3,,.228,True,True,16
2006,19,122,Illinois,33,26,7,.788,17.20,6.29,11,5,15,1,5,4,2311,1937,,.314,.360,.543,54.5,59.0,,4.8,.523,16.0,,.202,True,False,4
2006,20,124,Indiana,31,19,12,.613,12.10,7.36,9,7,10,3,5,7,2231,2084,,.302,.404,.564,50.8,58.5,,4.2,.540,18.4,,.209,True,False,6
2006,21,125,Iona,31,23,8,.742,6.86,-0.78,13,5,7,4,11,2,2475,2238,,.408,.266,.565,51.7,54.6,,7.0,.534,17.6,,.282,True,True,13
2006,22,127,Iowa,34,25,9,.735,14.18,6.80,11,5,17,0,4,7,2254,2003,,.390,.315,.525,52.4,64.3,,8.7,.484,19.1,,.277,True,True,3
2006,23,135,Kansas,33,25,8,.758,20.02,7.60,13,3,14,2,6,2,2480,2024,,.349,.280,.553,53.6,64.6,,9.8,.528,18.7,,.235,True,True,4
2006,24,137,Kent State,34,25,9,.735,6.27,0.00,15,3,12,2,8,5,2458,2239,,.395,.350,.548,52.0,53.6,,4.8,.510,16.8,,.282,True,True,12
2006,25,138,Kentucky,35,22,13,.629,13.12,8.88,9,7,10,5,5,4,2477,2316,,.298,.375,.537,52.1,54.8,,5.4,.513,16.8,,.201,True,False,8
2006,26,150,Louisiana State,36,27,9,.750,17.54,8.77,14,2,14,2,7,4,2633,2299,,.376,.217,.534,55.4,56.3,,11.0,.500,18.4,,.259,True,False,4
2006,27,159,Marquette,31,20,11,.645,11.33,8.16,10,6,14,2,3,7,2325,2150,,.301,.364,.558,49.9,58.1,,5.1,.527,18.0,,.221,True,False,7
2006,28,166,Memphis,37,33,4,.892,18.81,4.24,13,1,19,1,10,1,2961,2422,,.394,.342,.544,54.4,54.7,,11.2,.512,17.5,,.269,True,True,1
2006,29,170,Michigan State,34,22,12,.647,12.24,7.27,8,8,12,2,4,7,2520,2334,,.362,.287,.572,53.9,63.3,,5.3,.531,17.8,,.279,True,False,6
2006,30,173,Milwaukee,31,22,9,.710,7.65,1.47,12,4,13,2,8,6,2294,2061,,.392,.332,.528,54.1,48.8,,5.4,.491,16.2,,.271,True,True,11
2006,31,181,Monmouth,34,19,15,.559,-2.99,-4.05,12,6,8,4,9,8,2191,2155,,.334,.361,.530,47.0,63.8,,6.4,.502,19.8,,.224,True,True,16
2006,32,183,Montana,31,24,7,.774,4.86,-0.96,10,4,13,1,8,5,2449,2202,,.367,.331,.586,52.4,64.5,,5.4,.556,17.1,,.263,True,True,12
2006,33,187,Murray State,31,24,7,.774,4.16,-5.07,17,3,14,1,8,4,2203,1901,,.305,.363,.536,52.0,60.0,,8.9,.514,15.8,,.199,True,True,14
2006,34,191,Nevada,33,27,6,.818,10.16,2.26,13,3,17,1,10,3,2401,2103,,.359,.261,.540,53.0,59.4,,8.3,.503,16.1,,.258,True,True,5
2006,35,205,North Carolina,31,23,8,.742,18.48,7.77,12,4,14,5,8,2,2460,2128,,.405,.317,.570,55.6,64.0,,6.7,.536,19.2,,.287,True,False,3
2006,36,203,North Carolina State,32,22,10,.688,12.70,5.63,10,6,15,3,5,5,2383,2157,,.398,.456,.588,47.8,63.1,,8.1,.550,17.6,,.299,True,False,10
2006,37,204,North Carolina-Wilmington,33,25,8,.758,8.90,0.57,15,3,12,1,8,6,2250,1975,,.322,.342,.523,51.4,62.7,,3.3,.490,16.1,,.225,True,True,9
2006,38,213,Northern Iowa,33,23,10,.697,11.55,5.13,11,7,12,3,7,5,2165,1907,,.366,.386,.555,51.1,58.2,,6.9,.520,17.1,,.264,True,False,10
2006,39,214,Northwestern State,34,26,8,.765,4.01,-1.38,15,1,14,0,10,6,2573,2365,,.393,.311,.547,51.2,64.4,,6.0,.518,18.5,,.262,True,True,14
2006,40,218,Ohio State,32,26,6,.813,16.08,5.90,12,4,16,1,6,3,2363,2037,,.338,.401,.568,49.5,58.9,,4.7,.538,15.4,,.243,True,False,2
2006,41,221,Oklahoma,29,20,9,.690,11.89,6.79,11,5,14,1,6,5,1995,1847,,.344,.306,.541,56.9,59.1,,6.8,.506,18.2,,.245,True,False,6
2006,42,223,Oral Roberts,33,21,12,.636,3.23,-2.35,13,3,10,2,6,8,2472,2248,,.391,.297,.554,53.4,61.0,,7.5,.518,17.5,,.277,True,True,16
2006,43,226,Pacific,32,24,8,.750,6.93,-1.57,12,2,11,3,9,4,2377,2047,,.339,.314,.581,52.8,59.9,,3.7,.548,17.0,,.253,True,True,13
2006,44,228,Pennsylvania,29,20,9,.690,6.01,-2.31,12,2,12,4,8,4,1987,1744,,.345,.381,.535,48.6,58.2,,5.4,.507,17.1,,.233,True,False,15
2006,45,230,Pittsburgh,33,25,8,.758,16.37,7.01,10,6,16,1,5,5,2391,2082,,.396,.318,.546,55.4,64.4,,6.9,.512,17.1,,.274,True,False,5
2006,46,254,San Diego State,33,24,9,.727,9.81,3.65,13,3,13,2,7,5,2456,2223,,.421,.305,.561,52.9,51.5,,5.3,.521,18.5,,.306,True,True,11
2006,47,260,Seton Hall,30,18,12,.600,6.78,6.11,9,7,13,4,5,6,2033,2013,,.377,.308,.510,51.4,53.9,,4.9,.461,16.8,,.281,True,False,10
2006,48,262,South Alabama,31,24,7,.774,4.88,-2.18,12,3,12,2,9,4,2283,2033,,.341,.414,.558,50.2,54.7,,2.6,.529,16.9,,.240,True,True,14
2006,49,274,Southern,33,20,13,.606,-5.97,-6.69,15,3,11,0,6,11,2093,2070,,.323,.249,.505,52.2,49.7,,6.6,.478,21.3,,.209,True,True,16
2006,50,270,Southern Illinois,33,22,11,.667,8.93,4.62,12,6,11,2,7,7,1994,1864,,.338,.320,.501,50.7,57.1,,7.0,.466,19.2,,.232,True,True,11
2006,51,282,Syracuse,35,23,12,.657,11.68,8.16,7,9,14,5,3,5,2535,2412,,.335,.368,.525,50.4,59.3,,10.8,.501,18.1,,.216,True,True,5
2006,52,287,Tennessee,30,22,8,.733,14.73,7.76,12,4,13,2,7,3,2413,2204,,.332,.369,.563,48.0,59.3,,5.7,.535,15.3,,.233,True,False,2
2006,53,298,Texas,37,30,7,.811,21.89,6.99,13,3,16,1,7,3,2781,2230,,.352,.339,.559,57.5,55.8,,8.9,.524,16.7,,.256,True,False,2
2006,54,289,Texas A&M,31,22,9,.710,13.19,4.77,10,6,16,2,4,5,2130,1869,,.431,.346,.543,49.4,70.2,,6.4,.508,17.5,,.293,True,False,12
2006,55,304,UCLA,39,32,7,.821,17.34,8.27,14,4,14,3,8,2,2642,2288,,.384,.343,.562,53.6,57.6,,5.5,.532,19.3,,.266,True,True,2
2006,56,43,University of California,31,20,11,.645,12.31,8.84,12,6,12,3,7,4,2128,2000,,.448,.283,.549,51.2,56.1,,5.0,.502,16.5,,.329,True,False,7
2006,57,305,Utah State,32,23,9,.719,7.76,1.79,11,5,14,2,7,6,2307,2070,,.298,.338,.590,52.0,64.7,,5.0,.565,17.7,,.215,True,False,12
2006,58,311,Villanova,33,28,5,.848,19.51,9.23,14,2,12,1,10,2,2449,2107,,.369,.396,.536,50.7,49.8,,9.0,.491,13.9,,.280,True,False,1
2006,59,319,Washington,33,26,7,.788,18.08,5.96,13,5,17,2,6,3,2706,2306,,.334,.288,.560,54.3,53.9,,6.1,.523,16.7,,.250,True,False,5
